Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,WA Sent
Importer,WW 0304,EUROCROSS FROZEN FOODS LONDON LTD,United Kingdom,+44 20 8698 1144,http://www.eurocross.co.uk/,info@eurocross.co.uk,,,Verified lead,Not Available,
Importer,WW 0304,EUROFOOD SPA,Italy,+39 02 448761,http://www.eurofood.it/,,,,Verified lead,Not Available,
Importer,WW 0304,EUROFRESH FOODS INC,United States,+1 847-202-0333,http://www.eurofreshmarket.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EURO FRIGO PRAHA SPOL S R O,Czechia,+420 251 614 009,http://www.eurofrigo.cz/,,,,Needs checking,Not Available,
Importer,WW 0304,EURO FOODSTUFF H K CO LTD,Hong Kong,+852 2512 2233,http://www.eurohfc.com/,info@eurohfc.com,,,Verified lead,Not Available,
Importer,WW 0304,EUROMID INC,United States,+1 713-880-1900,http://www.euromidusa.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EUROPACIFICO ALIMENTOS DEL MAR SL,Spain,+34 986 44 70 57,http://www.europacifico.net/,europacifico@europacifico.net,,,Verified lead,Not Available,
Importer,WW 0304,EUROPEAN FREEZE DRY LTD,United Kingdom,+44 1772 654441,http://www.europeanfreezedry.com/,sales@europeanfreezedry.com,,,Verified lead,Not Available,
Importer,WW 0304,EUROPEAN MOTOR DISSTRIBUTORS LTD,United States,+1 972-473-9400,http://www.europeanmotorsusa.com/,sales@europeanmotorsusa.com,,,Needs checking,Not Available,
Importer,WW 0304,EUROPER LTDA,Chile,+56 2 3278 7700,http://www.europer.cl/,ventas@europer.cl,,,Needs checking,Not Available,
Importer,WW 0304,EVANGEL SHIPPING INC,United States,+1 626-443-1628,http://www.evangelshipping.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EVEREST TOYS,Canada,+1 905-304-9155,http://www.everesttoys.com/,,,,Needs checking,Not Available,
Importer,WW 0304,LEE HYEJEONG,United States,+1 972-315-0811,http://www.evergreendentaldfw.com/about-us.php,,,,Needs checking,Not Available,
Importer,WW 0304,ER MARKETING S PTE LTD,Singapore,+65 6757 8858,http://www.everrich.com.sg/,,,,Verified lead,Not Available,
Importer,WW 0304,EVIMARE FISH,Netherlands,+31 255 515 514,http://www.evimarefish.nl/,,,,Verified lead,Not Available,
Importer,WW 0304,EVL TRANSPORTES E LOGISTICA LTDA,Brazil,+55 41 3097-7300,http://www.evl.net.br/,,,,Needs checking,Not Available,
Importer,WW 0304,ООО ЕВРОФИШ,Russia,+7 812 271-74-11,http://www.evrosoft.ru/,support@evrosoft.ru,,,Needs checking,Not Available,
Importer,WW 0304,EAST WEST FOODS PVT LTD,Sri Lanka,+94 112 521 903,http://www.ewfoods.com/,,,,Verified lead,Not Available,
Importer,WW 0304,ENVISION MARINE SERVICES,United States,+1 888-550-6155,http://www.executivemarineservice.com/,chris@executivemarineservice.com,sam@executivemarineservice.com,,Needs checking,Not Available,
Importer,WW 0304,EXIMBIZ COMERCIO INTERNACIONAL S A,Brazil,+55 27 3185-8400,http://www.eximbiz.com.br/,eximbiz@eximbiz.com.br,,,Needs checking,Not Available,
Importer,WW 0304,ELSEDEEK FOR IMP EXP,United States,+1 707-643-6757,http://www.expedition-imports.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EXPEDITORS,India,+91 124 497 8500,http://www.expeditors.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EZ LOGISTICS LLC CERRITOS OFFICE,United States,+1 562-802-0188,http://www.ezlogisticsllc.com/,,,,Needs checking,Not Available,
Importer,WW 0304,A V SEAFOOD INVESTMENT LLC,United States,+1 256-883-7101,http://www.facebook.com/pages/AV-Seafood-Market/264229946943072?v=info,,,,Needs checking,Not Available,
Importer,WW 0304,DONI COMPANY,Pakistan,+92 21 32430152,http://www.facebook.com/pages/Doni-and-Company/455715877803067,,,,Needs checking,Not Available,
Importer,WW 0304,COMERCIALIZADORA DE TILAPIA SA DE CV,Mexico,+52 229 268 4331,http://www.facebook.com/tilanetmx,,,,Needs checking,Not Available,
Importer,WW 0304,FADEL SALEEM EST,Jordan,+962 6 489 9904,http://www.fadelsaleem.com/,,,,Needs checking,Not Available,
Importer,WW 0304,NORD CAPITAL SP ZOO,Poland,+48 58 625 75 00,http://www.familyfish.pl/,sekretariat@nordcapital.com.pl,,,Verified lead,Not Available,
Importer,WW 0304,FAMILY DELIGHT FOOD INC,United States,+1 201-997-7689,http://www.familyfooddist.com/,,,,Verified lead,Not Available,
Importer,WW 0304,HF FOOD SERVICES INC,United States,+1 253-736-2178,http://www.fandh.com/,springfieldsupport@fandh.com,,,Verified lead,Not Available,
Importer,WW 0304,FANTASTIC FISH COMPANY,United States,+1 305-596-1555,http://www.fantasticfishco.com/,matt@fantasticfishco.com,,,Needs checking,Not Available,
Importer,WW 0304,FARGHALY FOODS FOR IMPORT AND EXPORT CO,Egypt,+20 3 5450200,http://www.faragalla.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FAREVA RICHMOND INC,United States,+1 804-652-6700,http://www.fareva.com/,,,,Needs checking,Not Available,
Importer,WW 0304,EMPRESA EL FARO SRL,Italy,+39 041 573 2533,http://www.faro.ve.it/,,,,Needs checking,Not Available,
Importer,WW 0304,FAR OCEAN SEA PRODUCTS PTE LTD,Singapore,+65 6261 3788,http://www.farocean.com.sg/,sales@farocean.com.sg,,,Verified lead,Not Available,
Importer,WW 0304,FAROE SEAFOOD UK LIMITED,France,+33 3 21 30 88 00,http://www.faroe.com/,poul@faroe.com,,,Verified lead,Not Available,
Importer,WW 0304,FAST TRACK FOOD LIMITED,United States,+1 352-331-7149,http://www.fasttrackstores.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FAST TRACK WORLDWIDE LOGISTICS INC,United States,+1 281-869-5660,http://www.fasttractrans.com/,info@fasttractrans.com,,,Needs checking,Not Available,
Importer,WW 0304,FATHOM SEAFOOD C O WILMINGTON,United States,+1 253-460-1720,http://www.fathomseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FATIFISH CO LTD,Vietnam,+84 277 3918 999,http://www.fatifish.com.vn/,info@fatifish.com.vn,,,Needs checking,Not Available,
Importer,WW 0304,FRIGORIFICOS BAHIA SRL,Dominican Republic,+1 809-379-2250,http://www.fbahia.com/,frigorificos@fbahia.com,,,Needs checking,Not Available,
Importer,WW 0304,FREIGHT BROKERS GLOBAL SERVICES IN,United States,+1 718-471-1299,http://www.fbglobalservices.com/index.php?option=com_content&view=article&id=5&Itemid=2,,,,Needs checking,Not Available,
Importer,WW 0304,F C TRADING IMPORTADORA EXPORTADORA EIRELI,Brazil,+55 81 3025-3377,http://www.fctrading.com.br/,,,,Needs checking,Not Available,
Importer,WW 0304,FUMOIR LA FEE DES GREVES,Canada,+1 418-666-1892,http://www.feedesgreves.qc.ca/index.php?option=com_content&view=article&id=38&Itemid=229,,,,Needs checking,Not Available,
Importer,WW 0304,FENTEX LTDA,United Kingdom,+44 1487 823184,http://www.fentex.co.uk/,orders@fentex.co.uk,,,Needs checking,Not Available,
Importer,WW 0304,FERMA IMPORT EXPORT,Canada,+1 416-533-3591,http://www.fermafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FRIGORIFICS FERRER S A,Spain,+34 938 86 25 00,http://www.fferrer.es/,fferrer@fferrer.com,,,Verified lead,Not Available,
Importer,WW 0304,YELLOWCOB ENTERPRISES PVT LTD,Zimbabwe,+263 77 838 6523,http://www.figjammobile.com/,,,,Needs checking,Not Available,
Importer,WW 0304,QL FIGO JOHOR SDN BHD,Malaysia,+60 7-663 7388,http://www.figofoods.com.my/,sales@figofoods.com.my,,,Verified lead,Not Available,
Importer,WW 0304,FIKRET BALIKCILIK DENIZ URUNLERI GIDA SANAYI VE TICARET LIMITED SIRKETI,Türkiye,+90 224 257 22 22,http://www.fikretbalikcilik.com/,info@fikretbalikcilik.com,,,Verified lead,Not Available,
Importer,WW 0304,HURST HARDWOODS,United States,+1 214-223-5634,http://www.finaltouchflooring.net/,clayton@finaltouchflooring.net,,,Needs checking,Not Available,
Importer,WW 0304,MINISTRY OF FINANCE PLANNING AND ECONOMIC DEVELOPMENT,Uganda,+256 41 4235054,http://www.finance.go.ug/,,,,Needs checking,Not Available,
Importer,WW 0304,FINDUS FRANCE,France,+33 1 48 15 83 00,http://www.findus.fr/,,,,Verified lead,Not Available,
Importer,WW 0304,FINE FOOD SPECIALIST LIMITED,United Kingdom,+44 20 7627 2553,http://www.finefoodspecialist.co.uk/,support@finefoodspecialist.co.uk,,,Needs checking,Not Available,
Importer,WW 0304,FINESTAR DIAMONDS PROPRIETARY LIMITED,India,+91 22 6663 9999,http://www.finestardiamonds.com/,,,,Needs checking,Not Available,
Importer,WW 0304,SPF RAINBOW SEAFOOD,Canada,+1 780-640-7988,http://www.finsselect.ca/,,,,Verified lead,Not Available,
Importer,WW 0304,CV FIRDALI SEJAHTERA,Indonesia,+62 811-1695-724,http://www.firatamasejahtera.com/,firatamasejahtera.@yahoo.com,,,Needs checking,Available,
Importer,WW 0304,FIRST ATLANTIQUE SARL,France,+33 2 98 63 28 29,http://www.firstatlantique.com/,firstatlantique@firstatlantique.com,rachel.leborgne@firstatlantique.com,,Needs checking,Not Available,
Importer,WW 0304,FIRST CHOICE FRUIT PRODUCE,United Kingdom,+44 20 7498 0550,http://www.firstchoiceproduce.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FIRST EXPRESS INTERNATIONAL FIRST SEOGYO BUILDING,South Korea,+82 2-3141-0123,http://www.firstexp.co.kr/,,,,Needs checking,Not Available,
Importer,WW 0304,STANDARD GOURMET PTE LTD,Singapore,+65 6844 1852,http://www.firstgourmet.com/,info@firstgourmet.com,,,Verified lead,Not Available,
Importer,WW 0304,FIRST S A,Brazil,+55 48 3037-0500,http://www.firstsa.com.br/,,,,Needs checking,Not Available,
Importer,WW 0304,ТОВ ФІШ ХАБ 18131 КИЇВСЬКА OБЛ КИЄВO СВЯТOШИНСЬКИЙ Р Н С СOФІЇВСЬКА БOРЩАГІВ,Ukraine,+380 44 525 2215,http://www.fish-ua.com/,info@fish-ua.com,,,Needs checking,Not Available,
Importer,WW 0304,AYLESWORTH S FISH AND BAIT INC,United States,+1 727-327-8608,http://www.fishandbait.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FISHARK GIDA SANAYI TICARET ANONIM SIRKETI,Türkiye,+90 232 853 86 66,http://www.fishark.com.tr/,,,,Verified lead,Not Available,
Importer,WW 0304,FISH BROTHER INC,United States,+1 707-668-9700,http://www.fishbrothers.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FISH BROTHERS INCORPORATED,United States,+1 918-928-9792,http://www.fishbrothersboardco.com/,,,,Needs checking,Not Available,
Importer,WW 0304,ФИЛИАЛ ОМСКИЙ ООО АТЛАТНТРЫБТОРГ,Russia,+7 381 256-14-21,http://www.fishe.ru/,,,,Needs checking,Not Available,
Importer,WW 0304,FISHER KING SEAFOODS LTD,Canada,+1 902-450-1262,http://www.fisherkingseafoods.com/,john@fisherkingseafoods.com,sales@fisherkingseafoods.com,,Verified lead,Not Available,
Importer,WW 0304,BRASIL SEAFOOD INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Brazil,+55 28 3520-1730,http://www.fishesbrazil.com.br/,contato@fishes.com.br,,,Needs checking,Not Available,
Importer,WW 0304,TH GREAT FISH COMPANY,United States,+1 303-909-3766,http://www.fishetcompany.com/,,,,Needs checking,Not Available,
Importer,WW 0304,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ FISHFOOD PV,Belarus,+375 44 770-44-44,http://www.fishfood.by/,feedback@fishfood.by,,,Verified lead,Not Available,
Importer,WW 0304,FISH GALORE LTD,United Kingdom,+44 1273 323216,http://www.fishgalore.co.uk/,info@fishgalore.co.uk,,,Verified lead,Not Available,
Importer,WW 0304,FISHIN COMPANY THE,United States,+1 877-988-3474,http://www.fishincompany.com/contact-us/,cs@fishinco.com,,,Verified lead,Not Available,
Importer,WW 0304,COMPTOIRS OCEANIQUES,France,+33 1 46 87 99 41,http://www.fishislife.com/,,,,Verified lead,Not Available,
Importer,WW 0304,ООО ФИШ МЭН,Russia,+7 913 207-20-10,http://www.fishman-rus.ru/,fishman.ltd@yandex.ru,,,Needs checking,Available,
Importer,WW 0304,ООО СКАЙ Ф МРК,Russia,+7 495 748-86-85,http://www.fishmarket.ru/,website@fishmarket.ru,usermail@mail.ru,,Needs checking,Not Available,
Importer,WW 0304,FISHPARTNERS B V,Netherlands,+31 33 299 8010,http://www.fishpartners.nl/,info@fishpartners.nl,info@fishpartners.de,,Needs checking,Not Available,
Importer,WW 0304,FISH INTERNATIONAL SOURCING,Singapore,+65 6491 5858,http://www.fishsingapore.com/,contactus@fishsingapore.com,,,Needs checking,Not Available,
Importer,WW 0304,SEAFOOD IMPORT INCORPORATED,United States,+1 954-346-7474,http://www.fishswholesale.com/,,,,Needs checking,Not Available,
Importer,WW 0304,ТОВ ФІШ ТРЕЙДІНГ 07442 КИЇВСЬКА ОБЛ БРОВАРСЬКИЙ Р Н СМТ ВЕЛИКА ДИМЕРКА,Ukraine,+380 98 467 6435,http://www.fishtrading.com.ua/skumbriya-z-g-300-500,fth@fthcompany.com,,,Needs checking,Not Available,
Importer,WW 0304,LLC FISHUNION,United Kingdom,+44 20 3325 1462,http://www.fishunion.co.uk/,retail@fishunion.co.uk,,,Verified lead,Not Available,
Importer,WW 0304,FELDS FISK AND SKALDJUR AB,Sweden,+46 523 707 00,http://www.fisk.se/,info@feldts.se,,,Verified lead,Not Available,
Importer,WW 0304,FIVE STARS SHIPPING AGENCY,United States,+1 242-352-3544,http://www.fivestarshippingco.com/,info@fivestarshippingco.com,,,Needs checking,Not Available,
Importer,WW 0304,FLEGENHEIMER INTERNATIONAL,United States,+1 310-322-4366,http://www.flegenheimer.com/,info@flegenheimer.com,,,Verified lead,Not Available,
Importer,WW 0304,EXPORT PACKERS,United States,+1 305-685-4950,http://www.floridapackers.com/,,,,Needs checking,Not Available,
Importer,WW 0304,ООО ФЛОРИН,Russia,+7 812 407-13-00,http://www.florin-trade.ru/,info@florin-trade.ru,,,Needs checking,Not Available,
Importer,WW 0304,FLUCTUS IMPORTADORA E EXPORTADORA LTDA,Brazil,+55 47 98868-8772,http://www.fluctusgroup.com.br/,,,,Needs checking,Not Available,
Importer,WW 0304,FR MEYER S SOHN GMBH CO KG,Germany,+49 40 23930,http://www.fms-logistics.com/,info@fms-logistics.com,,,Needs checking,Not Available,
Importer,WW 0304,FNS INC,United States,+1 661-615-2300,http://www.fnsusa.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FOCUS TRADE ENTERPRISES,United States,+1 212-986-3344,http://www.focuscapital.com/,kelly@focuscapital.com,scott@focuscapital.com,,Needs checking,Not Available,
Importer,WW 0304,FOLIO BY FUN N NUF INC,United States,+1 614-221-5700,http://www.folio-folio.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FONG HSIANG ENTERPRISE CO PTE LTD,Singapore,+65 6262 0560,http://www.fonghsiang.com.sg/contact-us/careers/,,,,Needs checking,Not Available,
Importer,WW 0304,FOOD KRAFT,United States,+1 757-234-6940,http://www.foodcraftva.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FOODINN CASH CARRY S L,Spain,+34 918 16 06 91,http://www.foodinnshop.com/,info@foodinnshop.com,,,Verified lead,Not Available,
Importer,WW 0304,INTERNATIONAL FOOD CONSULTANTS,United States,+1 209-943-8400,http://www.foodpro.net/,info@foodpro.net,,,Verified lead,Not Available,
Importer,WW 0304,FOOD PROTEINS CORPORATION S A,Mexico,+52 55 5567 7552,http://www.foodproteins.com.mx/,ventas@foodproteins.com.mx,,,Verified lead,Not Available,
Importer,WW 0304,CB INTERNATIONAL FOOD SERVICE SA DE CV,Mexico,+52 871 732 3702,http://www.foodserviceinternational.mx/,,,,Verified lead,Not Available,
Importer,WW 0304,D TYERS INTERNATIONAL INC,Canada,+1 905-829-9900,http://www.foodtec.ca/,info@foodtec.ca,,,Verified lead,Not Available,
Importer,WW 0304,FOPPEN EEL SALMON,Netherlands,+31 341 412 696,http://www.foppenseafood.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FORESIDE HOME GARDEN,United States,+1 855-474-3344,http://www.foresidehg.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FOREVER NUTRACEUTICAL,United States,+1 602-345-7252,http://www.foreverliving.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FORMA PILATES,United States,+1 310-955-4045,http://www.formpilatesla.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FORWARD INTERNATIONAL SRL,Moldova,+373 22 857 060,http://www.forward.md/,info@forward.md,,,Verified lead,Not Available,
Importer,WW 0304,LTD FORWARD,United States,+1 918-451-3288,http://www.forwardslip.com/,,,,Needs checking,Not Available,
Importer,WW 0304,ООО ФОСФОРЕЛЬ,Russia,+7 473 260-44-93,http://www.fosforel.ru/,,,,Needs checking,Not Available,
Importer,WW 0304,ТОВ ФРОУЗЕНФУД,Ukraine,+380 44 593 0310,http://www.fozzy.ua/,,,,Needs checking,Not Available,
Importer,WW 0304,GAINESVILLE VENTURES LIMITED,United States,+1 888-783-3153,http://www.fpsjointventures.com/,,,,Needs checking,Not Available,
Importer,WW 0304,PRODUCTOS ALIMENTICIOS SUPER S DE R L DE C V,Mexico,+52 998 847 0714,http://www.frascamente.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FRATELLO TRADE,Bosnia and Herzegovina,+387 51 394-180,http://www.fratello-trade.com/,komercijala@fratello-trade.com,office@fratello-trade.rs,,Needs checking,Not Available,
Importer,WW 0304,TOO SEA BASS,United States,+1 512-506-8700,http://www.fredasaustin.com/,info@fredasaustin.com,,,Verified lead,Not Available,
Importer,WW 0304,FRED OLSEN CRUISE LINES LTD,United Kingdom,+44 1473 292200,http://www.fredolsencruises.com/,ellie.fulcher@fredolsen.co.uk,hr@fredolsen.co.uk,,Needs checking,Not Available,
Importer,WW 0304,FREIREMAR S A,Spain,+34 928 44 03 00,http://www.freiremar.es/,,,,Needs checking,Not Available,
Importer,WW 0304,FRENCH CREEK SEAFOOD LTD,Canada,+1 250-248-2888,http://www.frenchcreek.ca/,,,,Verified lead,Not Available,
Importer,WW 0304,THE FRENCH GARDEN LTD,United Kingdom,+44 20 7498 0277,http://www.frenchgarden.com/,info@frenchgarden.com,,,Needs checking,Not Available,
Importer,WW 0304,FRESCA GROUP LTD,United Kingdom,+44 1892 831595,http://www.frescagroup.co.uk/,,,,Needs checking,Not Available,
Importer,WW 0304,FRESH FISH DEL ECUADOR CIA LTDA,Ecuador,+593 5-370-1210,http://www.freshfishecuador.com.ec/,,,,Needs checking,Not Available,
Importer,WW 0304,DNC FRESH USA INC,United States,+1 562-321-2700,http://www.freshmexusa.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FRESH PERCH LIMITED,Uganda,+256 775 110224,http://www.freshperch.co.ug/,,,,Needs checking,Available,
Importer,WW 0304,PURE SEAFOODS INC,United States,+1 206-622-5765,http://www.freshseafood.com/,support@simprosys.com,info@freshseafood.com,,Verified lead,Not Available,
Importer,WW 0304,CÔNG TY CP THỦY SẢN BÌNH MINH,Vietnam,+84 983 466 670,http://www.freshtunavietnam.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FRESHWATER FISH MARKETING CORP,Canada,+1 204-983-6601,http://www.freshwaterfish.com/,info@freshwaterfish.com,,,Verified lead,Not Available,
Importer,WW 0304,FRIAL,France,+33 2 31 51 48 48,http://www.frial.fr/fr/les-produits-de-la-mer/marques/au-large-de-france.html,,,,Needs checking,Not Available,
Importer,WW 0304,FRIGORIFICO DEL ORIENTE SA FRIDOSA,Bolivia,+591 3 3882323,http://www.fridosa.com.bo/,,,,Needs checking,Not Available,
Importer,WW 0304,FRIGORIFICO DEL SUD ESTE SA,Argentina,+54 223 472-2544,http://www.frigo.com.ar/,,,,Needs checking,Not Available,
Importer,WW 0304,FRIGORIFICO CAVI SAS,Colombia,+57 45119977,http://www.frigocarnes.co/,,,,Needs checking,Not Available,
Importer,WW 0304,FRIGORIFICO BORJAS CA,Venezuela,+58 412-6476947,http://www.frigorificoborjas.com/,,,,Needs checking,Available,
Importer,WW 0304,FRIJEL FRIGORIFICO E ESTIVAS JEQUIE LTDA,Brazil,+55 73 3526-8500,http://www.frijel.com.br/,contato@frijel.com,,,Needs checking,Not Available,
Importer,WW 0304,FRIMASTER ENTREPOSTO DE CARNES E DERIVADOS IMPORTACAO,Brazil,+55 11 3405-5979,http://www.frimaster.com.br/,,,,Needs checking,Not Available,
Importer,WW 0304,FRIO SUR SOCIEDAD DE RESPONSABILIDAD LIM,Mexico,+52 55 1793 1478,http://www.friodenepal.com/,info@friodenepal.com,,,Needs checking,Not Available,
Importer,WW 0304,FRIOFOOD S A,Chile,+56 2 2879 6500,http://www.friofood.cl/,contacto@friofood.cl,,,Verified lead,Not Available,
Importer,WW 0304,COMERCIAL FRIOMARKET LIMITADA,Peru,+51 946 569 992,http://www.friomarketperu.com/,ventas@friomarketperu.com,,,Needs checking,Not Available,
Importer,WW 0304,ALIMENTOS FRISA C A,Spain,+34 948 84 60 50,http://www.frisa.es/,,,,Verified lead,Not Available,
Importer,WW 0304,TO THE ORDER FRIGORIFICOS UNIDOS S A,Spain,+34 972 47 81 25,http://www.friusa.es/,friusabcn@friusa.es,friusa@friusa.es,,Needs checking,Not Available,
Importer,WW 0304,FROCONSUR B V,Netherlands,+31 58 216 0057,http://www.froconsur.com/,info@froconsur.com,,,Verified lead,Not Available,
Importer,WW 0304,FRONTIER NORTH AMERICA INC,United States,+1 206-246-6580,http://www.frontierscs.com/,,,,Needs checking,Not Available,
Importer,WW 0304,TORRY HARRIS AMERICA INC,United States,+1 732-442-0049,http://www.frozenshrimp.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FRUGAL IMPORTADORA EXPORTADORA LTDA,Brazil,+55 11 3643-8933,http://www.frugal.com.br/,,,,Needs checking,Not Available,
Importer,WW 0304,FRUITTEK,Canada,+1 604-870-9517,http://www.fruittek.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FRUVEG MARKETING INC,United States,+1 305-591-7766,http://www.fruveg.com/,,,,Verified lead,Not Available,
Importer,WW 0304,FTC SOLAR INC,United States,+1 737-787-7906,http://www.ftcsolar.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FUDEKSY LTD COMPANY,United States,+1 510-937-2220,http://www.fudy.com.tw/,hello@fudy-solutions.com,,,Needs checking,Not Available,
Importer,WW 0304,FUGUO FREEZING CO LTD,Taiwan,+886 3 990 8311,http://www.fuguo.com.tw/,,,,Needs checking,Not Available,
Importer,WW 0304,FUJITRANS EUROPE B V,Netherlands,+31 23 562 2884,http://www.fujitrans-europe.com/,,,,Needs checking,Not Available,
Importer,WW 0304,FULL COMEX TRADING S A,Brazil,+55 11 2935-2728,http://www.fullcomex.com/,,,,Needs checking,Not Available,
Importer,WW 0304,SWEET CITY FOOD INCORPORATED,United States,+1 702-367-2676,http://www.funcityfoods.com/,orders@funcityfoods.com,,,Verified lead,Not Available,
Importer,WW 0304,FURUKAWA MEXICO SA DE CV,Mexico,+52 686 354 7030,http://www.furmex.com/,,,,Needs checking,Not Available,
Importer,WW 0304,PROFIT STORE OOO,United States,+1 212-601-0002,http://www.futuresandoptions.org/,info@futuresandoptions.org,,,Needs checking,Not Available,
Importer,WW 0304,FUTURE SEAFOOD CHINA LTD,Canada,+1 902-887-3012,http://www.futureseafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0304,F W BRYCE INC,United States,+1 978-283-7080,http://www.fwbryce.com/,fwbryce@fwbryce.com,,,Verified lead,Not Available,
Importer,WW 0304,GADUS SP Z O O,Poland,+48 58 663 45 26,http://www.gadus.pl/,maciek@gadus.pl,,,Needs checking,Not Available,
Importer,WW 0304,SERVICIOS INTEGRADOS AGENCIA ADUANAL S A,Mexico,+52 722 273 1077,http://www.gaisa.com.mx/,,,,Needs checking,Not Available,
Importer,WW 0304,ООО ГАЛАТЕЯ,Russia,+7 927 996-29-11,http://www.galateya21.ru/,,,,Needs checking,Not Available,
Importer,WW 0304,GALERI KRISTAL TURIZM INSAAT PAZARLAMA VE TICARET ANONIM SIRKETI,Türkiye,+90 242 340 23 11,http://www.galerikristal.com.tr/,ecommerce@galerikristal.com.tr,,,Needs checking,Not Available,
Importer,WW 0304,GALLAGHER TRANSPORT INTL INC,United States,+1 303-365-1000,http://www.gallaghertransport.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GAMBIT TRAINING TECHNOLOGIES LLC,United States,+1 212-710-9700,http://www.gambitny.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GAMBORE SOCIEDAD ANONIMA,Guatemala,+502 2217 4444,http://www.gamboreseafood.com/,servicioalcliente@gambore.com,,,Verified lead,Not Available,
Importer,WW 0304,GANAU AMERICA INC,United States,+1 707-939-1774,http://www.ganauamerica.com/,ganau@ganau.it,info@ganauamerica.com,,Needs checking,Not Available,
Importer,WW 0304,GANS USA NGHUIZE TRADE CO LTD,United States,+1 925-449-8248,http://www.gancos.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GANESH OVERSEAS,India,+91 90344 88454,http://www.ganeshaoverseas.com/,official@ganeshaoverseas.com,info.gargrobin@gmail.com,,Needs checking,Not Available,
Importer,WW 0304,GANESH LOGISTICA E DISTRIBUICAO EIRELI,Brazil,+55 11 3845-0666,http://www.ganlog.com.br/fale-conosco.html,,,,Needs checking,Not Available,
Importer,WW 0304,TOO FISHFOOD,United States,+1 305-375-0765,http://www.garciasmiami.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GARFISH EXPORT LTD,United Kingdom,+44 7946 706457,http://www.garfishexport.net/,,,,Verified lead,Not Available,
Importer,WW 0304,J S INTERNATIONAL,United States,+1 800-698-5070,http://www.gasone.com/,,,,Needs checking,Not Available,
Importer,WW 0304,E GAGNON ET FILS LTEE,Canada,+1 418-385-3011,http://www.gaspeshore.com/,info@gaspeshore.com,,,Needs checking,Not Available,
Importer,WW 0304,GATE GOURMET LONDON LTD,United Kingdom,+44 1293 446107,http://www.gategourmet.com/,,,,Verified lead,Not Available,
Importer,WW 0304,GATEWAY LOGISTICS INC,United States,+1 281-443-7447,http://www.gateway-group.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GOLDEN OCEAN FOOD CO LTD,Hong Kong,+852 2558 7328,http://www.gdocean.com/,,,,Needs checking,Not Available,
Importer,WW 0304,G D S LOGISTIC COMPANY LIMITED,United States,+1 310-637-3001,http://www.gdtransinc.com/,info@gdtransinc.com,,,Needs checking,Not Available,
Importer,WW 0304,SA GELAZUR,France,+33 4 93 18 07 05,http://www.gelazur.com/,privacy@ideal-com.com,contact@gelazur.com,,Verified lead,Not Available,
Importer,WW 0304,GE LIGHTING,United States,+1 828-693-2000,http://www.gelightingsolutions.com/,,,,Needs checking,Not Available,
Importer,WW 0304,GELPECHE NANTES,France,+33 2 51 70 63 63,http://www.gelpeche.fr/,info@gelpeche.fr,,,Needs checking,Not Available,
Importer,WW 0304,GAVA FOODSLLC,Lithuania,+370 684 74235,http://www.genbafood.lt/,info@genbafood.lt,,,Needs checking,Not Available,
Importer,WW 0304,GENESEAS AQUACULTURA LTDA,Brazil,+55 11 3123-2100,http://www.geneseas.com.br/,,,,Verified lead,Available,
Importer,WW 0304,GENEX MARKETING,Canada,+1 778-401-8203,http://www.genexmarketing.com/?utm_campaign=gmb_cranbrook_sales_office,info@genexmarketing.com,,,Needs checking,Not Available,
Importer,WW 0304,GEO EXPRESS INTERNATIONAL,Canada,+1 905-564-5555,http://www.geoexpressinternational.com/,info@geoexpressinternational.com,,,Needs checking,Not Available,
