Role,Product,Name,Country,Phone,Website,E-mail 1,E-mail 2,Last Contact,Status,WA Availability,E-mail Sent
Importer,WW 0303,SALMON DEPOT USA,United States,+1 715-340-8509,https://www.salmondepot.com/,,,,Needs checking,Not Available,
Importer,WW 0303,WILCO COLDSTORAGE,United States,+1 715-424-3090,,,,,Lead,Not Available,
Importer,WW 0303,LINK SNACKS INC,United States,+1 715-466-2234,https://www.jacklinks.com/,,,,Needs checking,Not Available,
Importer,WW 0303,APS LLC,United States,+1 715-571-9629,http://www.apsstainless.com/,info@apsstainless.com,,,Verified lead,Available,
Importer,WW 0303,MEDICARE ESSENTIALS LIMITED,United States,+1 716-288-7446,https://go.slowinskiservices.com/contact,,,,Needs checking,Not Available,
Importer,WW 0303,HAJIA NEEMATU,United States,+1 716-313-5135,https://nyumbanihakunamatata.com/,,,,Verified lead,Available,
Importer,WW 0303,ARCTIC FISHERIES LTD,United States,+1 716-632-3633,https://www.arcticfisheries.com/,michael@arcticfisheries.com,,,Verified lead,Not Available,
Importer,WW 0303,JOYCE COMPANY,United States,+1 716-633-0313,https://www.joycecompany.com/,,,,Needs checking,Not Available,
Importer,WW 0303,EST MK SHALOM,United States,+1 716-633-8877,http://shirshalombuffalo.org/,,,,Needs checking,Not Available,
Importer,WW 0303,HOKKAIDO CULINARY GROUP,United States,+1 716-639-0666,https://www.hokkaidobuffalo.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SCHNEIDERS FISH AND SEA FOOD CORP,United States,+1 716-668-6165,https://www.schneiderseafood.com/,info@schneiderseafood.com,,,Verified lead,Not Available,
Importer,WW 0303,T Y C,United States,+1 716-695-0445,,,,,Lead,Not Available,
Importer,WW 0303,SANU AND COLE LLC,United States,+1 716-773-9207,http://www.coleintl.com/,,,,Needs checking,Not Available,
Importer,WW 0303,H20RIGINS SEAFOOD INC,United States,+1 716-800-1980,http://pacificcloudseafoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,LACTALIS DELI INC,United States,+1 716-823-6262,http://lactalisamericangroup.com/,usa-lactalis-communications@us.lactalis.com,,,Verified lead,Not Available,
Importer,WW 0303,BAILEYS SEAFOOD INC,United States,+1 716-833-1973,http://www.baileyseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,NSIA STORES,United States,+1 716-848-4500,https://senecaonestop.com/buffalo/,,,,Needs checking,Not Available,
Importer,WW 0303,VIVANIA NAI NASILA,United States,+1 716-856-0508,https://www.nairestaurantny.com/,,,,Needs checking,Not Available,
Importer,WW 0303,MAVIS KWAME,United States,+1 716-869-1224,https://www.mavis.com/locations/cheektowaga-ny?utm_source=yext&utm_medium=organic&utm_campaign=gmb&stnum=114,,,,Needs checking,Not Available,
Importer,WW 0303,ИП MILLENNIUM,United States,+1 716-877-4517,,,,,Lead,Available,
Importer,WW 0303,NORMAN G JENSEN INC,United States,+1 716-882-5000,http://www.ngjensen.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SHMANOO FOODS INCORP,United States,+1 716-884-2398,https://mineosapio.com/,,,,Needs checking,Not Available,
Importer,WW 0303,TEBANANCY ENTERPRISE,United States,+1 716-884-6666,https://www.enterprise.com/en/car-rental-locations/us/ny/downtown-buffalo-2939.html?mcid=yext:245709,,,,Needs checking,Not Available,
Importer,WW 0303,CHILLING COLD STORAGE C DIANA LOTE,United States,+1 716-894-4000,https://www.onelineage.com/facilities/cheektowaga-broadway,,,,Verified lead,Not Available,
Importer,WW 0303,MODDEKO ENTERPRISE,United States,+1 716-901-0029,,,,,Lead,Not Available,
Importer,WW 0303,MOHAMMED HAMZA MOHAMMED MR,United States,+1 716-906-7468,,,,,Lead,Not Available,
Importer,WW 0303,AMERICAN AGRA CORP,United States,+1 716-934-9340,http://agriamericallc.com/,,,,Verified lead,Not Available,
Importer,WW 0303,KLINGE CORPORATION,United States,+1 717-276-0139,https://klingecorp.com/,inquiry@klingecorp.com,,,Verified lead,Not Available,
Importer,WW 0303,G A LOGISTICS SERVICE LTD,United States,+1 717-340-2181,https://galogisticsllc.com/,info@website.com,info@galogisticsllc.com,,Needs checking,Not Available,
Importer,WW 0303,LANCASTER FINE FOODS,United States,+1 717-397-9578,,,,,Lead,Not Available,
Importer,WW 0303,EST MK SHALOMDRC,United States,+1 717-586-6945,http://shalommissions.com/,,,,Needs checking,Available,
Importer,WW 0303,STE PYRAMID CONSTRUCTION SARLU,United States,+1 717-732-8210,http://www.pyramidconstr.com/,info@quandel.com,,,Needs checking,Not Available,
Importer,WW 0303,BOATENG EMMANUEL,United States,+1 717-812-2501,https://www.wellspan.org/doctors/samuel-boateng-new-freedom-pa-2621040,,,,Needs checking,Not Available,
Importer,WW 0303,NANA OSEI TUTU,United States,+1 718-206-9888,,,,,Lead,Not Available,
Importer,WW 0303,HONGSHUN INTERNATIONAL TRADING INC,United States,+1 718-218-7966,,,,,Lead,Not Available,
Importer,WW 0303,PIERLESS FISH CORP,United States,+1 718-222-4441,https://pierlessfish.com/,pierlessfishsales@baldorfood.com,,,Verified lead,Not Available,
Importer,WW 0303,ROBERT BUTCHER,United States,+1 718-225-6111,,,,,Lead,Not Available,
Importer,WW 0303,A C T LOGISTICS,United States,+1 718-225-8818,http://actllc.co/,,,,Needs checking,Not Available,
Importer,WW 0303,JC MURRAY AND CO INC,United States,+1 718-230-7888,,,,,Lead,Not Available,
Importer,WW 0303,VILATAR INTERNATIONAL INC,United States,+1 718-236-8989,,,,,Lead,Not Available,
Importer,WW 0303,TARGET CUSTOMS BROKER INC,United States,+1 718-238-8742,http://www.targetbrokerage.com/,info@targetbrokerage.com,,,Needs checking,Not Available,
Importer,WW 0303,SPEEDIER LOGISTIC INCORPORATED,United States,+1 718-244-8833,http://www.speedierlogistic.com/,import@speedier-nyc.com,jim@speedier-nyc.com,,Needs checking,Not Available,
Importer,WW 0303,BANGKOK BANGKOK IMPORT EXPORT INC,United States,+1 718-254-0593,http://bangkokmarketny.com/,bangkokmarket@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,EVERGREEN FOOD TRADING INC,United States,+1 718-255-1068,http://evergreenfoodinc.com/,,,,Verified lead,Not Available,
Importer,WW 0303,CAPITALSEA LLC,United States,+1 718-268-1777,https://www.capitalsea.com/,sales@capitalsea.com,,,Verified lead,Not Available,
Importer,WW 0303,BEDESSEE IMPORT INC,United States,+1 718-272-1300,http://www.bedessee.com/,,,,Needs checking,Not Available,
Importer,WW 0303,S C NORTH AMERICA,United States,+1 718-276-0263,http://scgnorthamerica.com/,,,,Needs checking,Not Available,
Importer,WW 0303,L J GENERAL INTERNATIONAL CORP,United States,+1 718-276-1112,,,,,Lead,Not Available,
Importer,WW 0303,AKUA BOAGYE,United States,+1 718-282-9690,,,,,Lead,Not Available,
Importer,WW 0303,HARRY ADLER,United States,+1 718-283-7952,https://www.maimonidesmed.org/find-a-doctor/find-a-doctor/harry-adler,astolz@maimonidesmed.org,,,Needs checking,Not Available,
Importer,WW 0303,STE LEO INTERNATIONAL,United States,+1 718-290-8005,http://leointernational.com/,,,,Needs checking,Not Available,
Importer,WW 0303,M BROWN AND CO INC,United States,+1 718-294-1650,http://www.csbrownco.com/,,,,Needs checking,Not Available,
Importer,WW 0303,C K FROZEN FISH FOOD INC,United States,+1 718-297-2578,https://ckfff.net/,dhakatrading16@gmail.com,akashbrn@yahoo.com,,Verified lead,Not Available,
Importer,WW 0303,SUNRISE FOOD TRADE INCORPORATED,United States,+1 718-305-4388,http://www.sunrisefoodtrading.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SPRINGFIELD GROUP INC,United States,+1 718-305-6866,https://www.springfieldgroupinc.com/,info@springfieldgroupinc.com,,,Verified lead,Not Available,
Importer,WW 0303,LLC CHERNOMORSKY RYBAK,United States,+1 718-307-5554,http://rybakfirm.com/,,,,Needs checking,Not Available,
Importer,WW 0303,MOHAMMED A,United States,+1 718-307-5796,,,,,Lead,Not Available,
Importer,WW 0303,KPL LOGIS INC NEW YORK,United States,+1 718-314-8231,https://gklshipping.com/,,,,Needs checking,Available,
Importer,WW 0303,ROYAL SEAFOOD BAZA INC,United States,+1 718-318-1888,,,,,Lead,Not Available,
Importer,WW 0303,PUTUL DISTRIBUTORS INC,United States,+1 718-326-4061,http://www.putuldistributors.com/,,,,Verified lead,Not Available,
Importer,WW 0303,GOOD FORTUNE SUPERMARKET GROUP INC,United States,+1 718-326-8988,,,,,Lead,Not Available,
Importer,WW 0303,JUMANNE SEIF BWANGO,United States,+1 718-327-8606,http://www.yiwb.org/,,,,Needs checking,Not Available,
Importer,WW 0303,SOUTH SEAFOODS INTERNATIONAL INC,United States,+1 718-328-2728,,,,,Lead,Not Available,
Importer,WW 0303,ИП FROZEN FISH,United States,+1 718-328-7222,,,,,Lead,Not Available,
Importer,WW 0303,NANCY NYAUNCHO NYABOKE,United States,+1 718-334-3150,,,,,Lead,Not Available,
Importer,WW 0303,MUSAH COLD STORE,United States,+1 718-336-7563,https://moishas.com/,,,,Needs checking,Available,
Importer,WW 0303,TO ORDER AMMON INTERNATIONAL INC,United States,+1 718-338-1851,https://ammoelectric.com/,,,,Needs checking,Not Available,
Importer,WW 0303,JOMARCIC FORTUNE SERVICE,United States,+1 718-339-0122,https://www.facebook.com/FortuneServicesInc,,,,Needs checking,Not Available,
Importer,WW 0303,BEST SHIPPING INC,United States,+1 718-341-0050,http://best4shippingny.com/,info@best4shippingny.com,,,Needs checking,Available,
Importer,WW 0303,BOGOPA ENTERPRISES INC,United States,+1 718-346-6500,http://www.myfoodbazaar.com/,,,,Needs checking,Not Available,
Importer,WW 0303,VASINEE FOOD CORPORATION,United States,+1 718-349-6911,http://vasineefoodcorp.com/,info@vasinee.com,,,Verified lead,Not Available,
Importer,WW 0303,RED TOP INTERNATIONAL INC,United States,+1 718-361-6100,,,,,Lead,Not Available,
Importer,WW 0303,LONG TAI 33 TRADE INC,United States,+1 718-361-8882,,,,,Lead,Not Available,
Importer,WW 0303,BEST CHOICE TRADE CORP,United States,+1 718-366-2999,http://bestchoiceseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,F R GOLDFISH CORP,United States,+1 718-368-2391,https://blackjewelcaviar.com/,,,,Verified lead,Not Available,
Importer,WW 0303,HITMARK REPUBLIC INC,United States,+1 718-369-2277,http://www.hitmarkrepublic.com/,,,,Verified lead,Not Available,
Importer,WW 0303,KAKOREN FOODS CORPORATION,United States,+1 718-369-4600,https://www.kayco.com/,customercare@kayco.com,,,Verified lead,Not Available,
Importer,WW 0303,TO THE ORDER OF TD BANK N A CARE,United States,+1 718-380-0994,https://locations.td.com/us/164-06-union-turnpike-hillcrest-fresh-meadows?y_source=1_MzE0Njk0Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,nicholas.pastoressa@td.com,,,Needs checking,Not Available,
Importer,WW 0303,SOUTHERN FOODS USA INC,United States,+1 718-383-7703,,,,,Lead,Not Available,
Importer,WW 0303,WILLIS OCEAN INC,United States,+1 718-386-3053,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/willis-ocean-inc-606827-04302020,oraoeioneimportswlresponses@fda.hhs.gov,david.trent-carlson@fda.hhs.gov,,Verified lead,Not Available,
Importer,WW 0303,TMI TRADE CORP,United States,+1 718-386-6868,,,,,Lead,Not Available,
Importer,WW 0303,HONGHU AQUATIC AND FOOD INC,United States,+1 718-389-6032,http://www.hongsseafood.com/,,,,Needs checking,Not Available,
Importer,WW 0303,MAAME GYANFUA,United States,+1 718-405-8505,,,,,Lead,Not Available,
Importer,WW 0303,STARWAY INTERNATIONAL GROUP,United States,+1 718-417-1888,,,,,Lead,Not Available,
Importer,WW 0303,DZH IMPORT EXPORT INC,United States,+1 718-418-0099,,,,,Lead,Not Available,
Importer,WW 0303,AHD TRADE COMPANY,United States,+1 718-418-9888,http://ahdtradingusa.com/,ahdtrading505@gmail.com,,,Needs checking,Not Available,
Importer,WW 0303,ООО MASTER MANAGEMENT,United States,+1 718-427-5997,http://mastermngt.com/,,typesetit@att.net,,Needs checking,Not Available,
Importer,WW 0303,PIEMONTE FOODS LLC,United States,+1 718-429-1972,http://piemonteravioli.com/,,,,Needs checking,Not Available,
Importer,WW 0303,NAM THAI FOOD JSC,United States,+1 718-432-2570,,,,,Lead,Not Available,
Importer,WW 0303,ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ A FISH,United States,+1 718-438-8704,http://www.tuvtaamfish.com/,orders@tuvtaamfish.com,,,Needs checking,Available,
Importer,WW 0303,PRIME FOOD USA LLC,United States,+1 718-439-0376,http://primefoodus.com/,primefoodnyc@gmail.com,,,Verified lead,Not Available,
Importer,WW 0303,N I B TRADING,United States,+1 718-440-9047,http://nnbtrading.com/,,,,Needs checking,Not Available,
Importer,WW 0303,PREMIUM FOOD,United States,+1 718-440-9451,http://www.premiumfoods.us/,,,,Needs checking,Not Available,
Importer,WW 0303,BANNER SMOKED FISH INC,United States,+1 718-449-1400,https://www.bannersmokedfish.com/,,,,Needs checking,Not Available,
Importer,WW 0303,HHH DISTRIBUTION LLC,United States,+1 718-450-3617,https://hhhdistribution.com/,hhhdistributionllc@gmail.com,info@hhhdistribution.com,,Verified lead,Not Available,
Importer,WW 0303,JAMTAN AFRICAN AMERICAN MARKET CORP,United States,+1 718-450-8200,,,,,Lead,Not Available,
Importer,WW 0303,EVELYN BANIN,United States,+1 718-453-9014,,,,,Lead,Not Available,
Importer,WW 0303,CHINA MEHADRIN,United States,+1 718-456-9494,http://www.mehadrin.com/,,,,Needs checking,Not Available,
Importer,WW 0303,HANYANG FOOD INC,United States,+1 718-461-1911,http://www.hanyangmart.com/,online@hanyangmart.com,,,Verified lead,Not Available,
Importer,WW 0303,KINGS INTERNATIONAL GROUP INC DBA,United States,+1 718-461-8833,http://www.kingsusa.com/,,,,Needs checking,Not Available,
Importer,WW 0303,ISAAC OSEI BONSU,United States,+1 718-466-8132,http://www.bronx-leb.org/,,,,Needs checking,Not Available,
Importer,WW 0303,FREIGHT BROKERS GLOBAL SERVICES IN,United States,+1 718-471-1299,http://www.fbglobalservices.com/index.php?option=com_content&view=article&id=5&Itemid=2,,,,Needs checking,Not Available,
Importer,WW 0303,REMOND GROCERY CORP,United States,+1 718-478-4148,,,,,Lead,Not Available,
Importer,WW 0303,ADVANCE FOOD INTERNATIONAL INC,United States,+1 718-482-0123,http://advancefoodny.com/,advancefoodny@gmail.com,,,Verified lead,Not Available,
Importer,WW 0303,MR BARON,United States,+1 718-486-6164,https://www.baronmedical.com/,fax@baronmedical.com,info@baronmedical.com,,Needs checking,Not Available,
Importer,WW 0303,MELANIE WHOLESALE INC,United States,+1 718-492-8492,,,,,Lead,Not Available,
Importer,WW 0303,BEL CANTO FOODS LLC,United States,+1 718-497-3888,,,,,Lead,Not Available,
Importer,WW 0303,ATLANTIS SEAFOOD DISTRIBUTORS PTY LTD,United States,+1 718-497-8880,,,,,Lead,Not Available,
Importer,WW 0303,FLAMA,United States,+1 718-500-1918,https://instagram.com/laflamabrooklyn?utm_medium=copy_link,,,,Needs checking,Not Available,
Importer,WW 0303,D M SMOKED FISH INV D B A HAIFA SMOKED FISH,United States,+1 718-523-8899,http://www.haifasmokedfish.com/,haifasmokedfish@aol.com,,,Verified lead,Not Available,
Importer,WW 0303,BOLLORE LOGISTICS TRANSPORT RCA,United States,+1 718-525-8100,http://www.bollore-logistics.com/en/Pages/GlobalNetwork.aspx,,,,Needs checking,Not Available,
Importer,WW 0303,AGRA SERVICES BROKERAGE CO,United States,+1 718-527-0560,http://www.agraservices.com/,,,,Needs checking,Not Available,
Importer,WW 0303,DELASIA TRADE CORP,United States,+1 718-539-8100,https://daiei-trading.com/,daiei@daiei-trading.com,info@daiei-chicago.com,,Verified lead,Not Available,
Importer,WW 0303,ALL FOOD SELECTED S A C,United States,+1 718-551-3292,https://www.allfrom1supplier.com/,,,,Verified lead,Not Available,
Importer,WW 0303,YEUNG S TRADE NY CORP,United States,+1 718-567-7899,,,,,Lead,Not Available,
Importer,WW 0303,EVERRICH FOODS LLC,United States,+1 718-570-4846,http://everichseafood.com/,,,,Verified lead,Available,
Importer,WW 0303,YONG SHENG HONG TRADING INC,United States,+1 718-576-3082,,,,,Lead,Not Available,
Importer,WW 0303,UNIVERSAL FROZEN FOODS LIMITED,United States,+1 718-576-3414,http://universalfrozenfood.com/,info@universalfrozenfood.com,,,Verified lead,Not Available,
Importer,WW 0303,FENG FOODS TRADE INC,United States,+1 718-593-7078,,,,,Lead,Not Available,
Importer,WW 0303,AMA DONKOH,United States,+1 718-597-3111,,,,,Lead,Not Available,
Importer,WW 0303,EXIMFOOD INC,United States,+1 718-605-3946,,,,,Lead,Not Available,
Importer,WW 0303,CAPTAIN BLUE LLC,United States,+1 718-617-1110,,,,,Lead,Not Available,
Importer,WW 0303,JOE MONAI FISH CO,United States,+1 718-617-7900,http://www.joemonanifish.com/,,,,Needs checking,Not Available,
Importer,WW 0303,BLUE RIBBON FISH CO,United States,+1 718-620-8580,http://blueribbonfish.com/,brmarketorder@aol.com,,,Verified lead,Not Available,
Importer,WW 0303,TOP CATCH INCORPORATED,United States,+1 718-624-9300,http://topcatchseafood.com/,,,,Needs checking,Not Available,
Importer,WW 0303,FIVE GOODS INC,United States,+1 718-628-3822,,,,,Lead,Not Available,
Importer,WW 0303,HADSON TOKO TRADE CO INC,United States,+1 718-628-6761,,,,,Lead,Not Available,
Importer,WW 0303,EBU PRATT,United States,+1 718-636-3600,http://www.pratt.edu/,,,,Needs checking,Not Available,
Importer,WW 0303,MARINE FOODS,United States,+1 718-645-1476,https://www.metfoods.com/locations/,,,,Needs checking,Not Available,
Importer,WW 0303,CORBETT INTERNATIONAL ONE CROSS ISLAND PLAZA,United States,+1 718-656-5647,https://www.corbettintl.com/,,,,Needs checking,Not Available,
Importer,WW 0303,BROKER NEW YORK CUSTOMS BROKER INC,United States,+1 718-656-6699,https://www.nycb.com/,,,,Needs checking,Available,
Importer,WW 0303,USA LANKA INC,United States,+1 718-657-0633,,,,,Lead,Not Available,
Importer,WW 0303,EZ LOGISTICS LTD,United States,+1 718-682-4746,,,,,Lead,Not Available,
Importer,WW 0303,HAN ZHANG,United States,+1 718-686-8888,https://www.rendrcare.com/doctor/han-zhang-md/,,,,Needs checking,Not Available,
Importer,WW 0303,FRSCOS DOURADO,United States,+1 718-702-1772,,,,,Lead,Not Available,
Importer,WW 0303,KBF INC,United States,+1 718-706-8000,http://kbf-inc.com/,,,,Needs checking,Not Available,
Importer,WW 0303,BRAVO AFRICAN RESTAURANT,United States,+1 718-708-7535,,,,,Lead,Not Available,
Importer,WW 0303,MAMA GEE,United States,+1 718-708-7811,,,,,Lead,Not Available,
Importer,WW 0303,INTERNATIONAL LOGISTIC SERVICES,United States,+1 718-723-5151,http://www.ilogistics.com/,,,,Needs checking,Not Available,
Importer,WW 0303,WELTON SHIPPING CO INC,United States,+1 718-723-8000,,,,,Lead,Not Available,
Importer,WW 0303,EAST ASIA FOOD TRADE,United States,+1 718-729-9466,,,,,Lead,Not Available,
Importer,WW 0303,ADAYA ML INC,United States,+1 718-731-7992,,,,,Lead,Not Available,
Importer,WW 0303,BILLION GOLDEN FOODS CO LTD,United States,+1 718-735-7707,,,,,Lead,Not Available,
Importer,WW 0303,TONG SHUN TRADE INC,United States,+1 718-745-1123,https://tongshencatalog.vercel.app/,,,,Needs checking,Not Available,
Importer,WW 0303,STELLAR SEAS IMPORT,United States,+1 718-747-2141,https://www.stellarimports.com/,info@stellarimports.com,,,Needs checking,Not Available,
Importer,WW 0303,FOOD YUAN TRADE INC,United States,+1 718-752-0978,,,,,Lead,Not Available,
Importer,WW 0303,RASKIN S FISH MARKET INC,United States,+1 718-756-9521,https://askin4raskin.com/,,,,Needs checking,Not Available,
Importer,WW 0303,TAX CODE 8066614887 001 NGOC DIEP FOOD BUSINESS HOUSEHOLD,United States,+1 718-777-0199,,,,,Lead,Not Available,
Importer,WW 0303,DESPANA BRAND FOODS,United States,+1 718-779-4971,http://www.despanabrandfoods.com/,,,,Verified lead,Not Available,
Importer,WW 0303,ZHOU INTERNATIONAL CORP,United States,+1 718-788-2236,,,,,Lead,Not Available,
Importer,WW 0303,TOP QUALITY USA TRADE INC,United States,+1 718-788-3118,,,,,Lead,Not Available,
Importer,WW 0303,OCEANIC FISHERY CO LTD,United States,+1 718-789-3868,http://oceansourcetrading.com/,,,,Needs checking,Not Available,
Importer,WW 0303,FLAUM APPETIZING,United States,+1 718-821-1970,http://www.flaums.com/,info@flaums.com,,,Verified lead,Not Available,
Importer,WW 0303,YOUNG SHING TRADE CO INC,United States,+1 718-821-5050,https://youngshing.com/,info@youngshing.com,,,Verified lead,Not Available,
Importer,WW 0303,PRESIDENT EAST COMPANY,United States,+1 718-821-5699,https://presidenteastfood.com/,,,,Needs checking,Not Available,
Importer,WW 0303,SILVESTON OWUSU ANSAH,United States,+1 718-822-2835,,,,,Lead,Not Available,
Importer,WW 0303,C L P SEAFOOD INC,United States,+1 718-826-8880,,,,,Lead,Not Available,
Importer,WW 0303,CHANG IL CORPORATION,United States,+1 718-828-8938,https://www.changlisupermarket.com/,team@latofonts.com,anapbm@gmail.com,,Verified lead,Not Available,
Importer,WW 0303,LIMITED LIABILITY COMPANTY UNIVERSAL FISH COMPANY LLC UFC,United States,+1 718-842-2200,,,,,Lead,Not Available,
Importer,WW 0303,MTV FOODS INC,United States,+1 718-842-6767,https://austinmeat.com/,,,,Needs checking,Not Available,
Importer,WW 0303,FULL MOON FISH CO LLC,United States,+1 718-844-6999,http://themoonfishmarket.dine.online/?utm_source=website,,,,Needs checking,Not Available,
Importer,WW 0303,SMART CHEF SUPPLY INC,United States,+1 718-850-9500,,,,,Lead,Not Available,
Importer,WW 0303,IBRAHIM HUSEINI,United States,+1 718-851-0495,https://weillcornellbrainandspine.org/faculty/ibrahim-hussain-md,,,,Needs checking,Not Available,
Importer,WW 0303,DAGIM TAHORIM CO INC,United States,+1 718-851-1006,https://dagimfish.com/,,,,Verified lead,Not Available,
Importer,WW 0303,TOO Riteil Fish,United States,+1 718-856-4853,,,,,Lead,Not Available,
Importer,WW 0303,GUOWAH TRADE INC,United States,+1 718-857-0008,,,,,Lead,Not Available,
Importer,WW 0303,WT SEAFOOD CORP,United States,+1 718-858-8808,http://www.elementseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,MONTES SEAFOOD EMPORIUM INC,United States,+1 718-860-1472,https://www.montesseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,SUPER SEAFOOD INC,United States,+1 718-888-1128,,,,,Lead,Not Available,
Importer,WW 0303,58 PLACE SEAFOOD INC,United States,+1 718-888-9960,,,,,Lead,Not Available,
Importer,WW 0303,SOUTH ASIAN FOOD INC,United States,+1 718-894-2507,https://www.safoodinc.com/,sales@safoodinc.com,,,Verified lead,Not Available,
Importer,WW 0303,SAMUEL COFFIE,United States,+1 718-908-7007,,,,,Lead,Not Available,
Importer,WW 0303,NANA HEMAAH,United States,+1 718-918-3060,,,,,Lead,Not Available,
Importer,WW 0303,EMMANUEL ABBAM,United States,+1 718-920-4800,http://www.montefiore.org/,,,,Needs checking,Not Available,
Importer,WW 0303,AMA BADU,United States,+1 718-920-9000,,,,,Lead,Not Available,
Importer,WW 0303,ASAFO AFRICAN FOOD DISTRIBUTORS,United States,+1 718-931-0464,,,,,Lead,Not Available,
Importer,WW 0303,TERRA MEDI LLC,United States,+1 718-932-9293,http://www.terramedi.com/,info@terramedi.com,,,Verified lead,Not Available,
Importer,WW 0303,SPADARO INTERNATIONAL SERVICE,United States,+1 718-949-1200,http://www.spadarointernational.com/,,,,Verified lead,Not Available,
Importer,WW 0303,ALPI USA INC,United States,+1 718-949-6969,http://www.us.alpiworld.com/,jonathan.mcfadden@alpiusa.com,albinipitigliani@pec.uipservizi.it,,Needs checking,Not Available,
Importer,WW 0303,SIMP SEAFOOD INC,United States,+1 718-966-6661,http://bluelagoonproduct.com/,,,,Verified lead,Not Available,
Importer,WW 0303,TO ORDER OF QUALITY FISH LLC,United States,+1 718-972-6602,,,,,Lead,Not Available,
Importer,WW 0303,UNIQUE LOGISTICS INTERNATIONAL NYC,United States,+1 718-978-2000,https://www.unique-usa.com/,,,,Needs checking,Not Available,
Importer,WW 0303,PSI MID ATLANTIC SEAFOODS ADDRESS,United States,+1 718-978-3005,,,,,Lead,Not Available,
Importer,WW 0303,EAGLEWINGS FREIGHT SERVICES INC,United States,+1 718-978-8688,http://eaglewingsfreight.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CLARE FREIGHT INDIA PVT LTD,United States,+1 718-990-8832,,,,,Lead,Not Available,
Importer,WW 0303,COLORADO FOOD PRODUCTS,United States,+1 719-200-8272,,,,,Lead,Available,
Importer,WW 0303,ERIC ESHUN,United States,+1 719-365-7172,https://www.uchealth.org/provider/derek-eshun-md/,,,,Needs checking,Not Available,
Importer,WW 0303,CASABLANCA FISHERIES IMPORTS AND,United States,+1 719-486-9969,,,,,Lead,Not Available,
Importer,WW 0303,KURT SMITH,United States,+1 719-633-4100,,,,,Lead,Not Available,
Importer,WW 0303,CD RESTAURANTS C O,United States,+1 719-657-1142,https://www.coloradogrille.com/,,,,Needs checking,Not Available,
Importer,WW 0303,FAMOUS TRADING,United States,+1 719-685-9045,http://www.gardenofthegodstradingpost.com/,info@gogtradingpost.com,,,Needs checking,Not Available,
Importer,WW 0303,LOGISTICS DIRECT LIMITED,United States,+1 720-266-5218,https://logisticsdirectllc.com/,,,,Needs checking,Not Available,
Importer,WW 0303,CD RESTAURANTS,United States,+1 720-388-8789,http://www.statehouse38.com/,,,,Verified lead,Not Available,
Importer,WW 0303,LLC PRODUCTION COMPANY NORTH,United States,+1 720-448-6953,http://www.gonorthproductions.com/,stan@gonorthproductions.com,,,Needs checking,Available,
Importer,WW 0303,QS AMERICAN BEST CO,United States,+1 720-476-8127,http://www.qsquisine.net/,,qsquisine1@gmail.com,,Verified lead,Not Available,
Importer,WW 0303,BROADWAY FRUIT VEG LTD,United States,+1 720-612-6595,https://sprouts.com/store/co/englewood/englewood,,,,Needs checking,Not Available,
Importer,WW 0303,SALTWATER SEAFOOD,United States,+1 720-678-9523,https://saltwatersocial.com/,,,,Verified lead,Not Available,
Importer,WW 0303,ROYAL CANIN USA,United States,+1 720-916-6661,https://www.royalcanin.com/us,media@royalcanin.com,u003emedia@royalcanin.com,,Verified lead,Not Available,
Importer,WW 0303,TIRADO VILLAR QUIN JORSH,United States,+1 720-920-6941,https://www.citywidehm.com/juanaguilar?utm_source=google&utm_medium=organic&utm_campaign=yext&utm_content=36129&adtrk=%7Cseo%7Cgoogle%7Cyext%7C36129%7C,,,,Needs checking,Not Available,
Importer,WW 0303,WESTERN EDGE INC,United States,+1 724-228-6680,http://www.westernedgeseafood.com/,,,,Verified lead,Not Available,
Importer,WW 0303,MUSAH ISSAC,United States,+1 724-258-1966,http://www.ahn.org/,,,,Verified lead,Not Available,
Importer,WW 0303,CONSIGNED TO THE ORDER OF SOUTH PA,United States,+1 724-299-3126,http://shopdesignerconsignor.com/,designerconsignor11@yahoo.com,,,Needs checking,Not Available,
Importer,WW 0303,MASHUD FISH MEAL PLANT FEED MILLS,United States,+1 724-336-4515,,,,,Lead,Not Available,
Importer,WW 0303,WESTERN EDGE SEAFOOD,United States,+1 724-719-2753,https://outlet.westernedgeseafood.com/#wexford,outlet@westernedgeseafood.com,,,Verified lead,Not Available,
Importer,WW 0303,GOLDEN TRIANGLE GENERAL TRADING,United States,+1 724-828-2800,https://gtcpgh.com/,info@gtcpgh.com,,,Needs checking,Not Available,
Importer,WW 0303,ALFONSO AREVALO,United States,+1 724-836-6041,,,,,Lead,Not Available,
